CLNDN	Occurrence
Cranioectodermal_dysplasia_2	242
Acromesomelic_dysplasia	240
Myopathy_with_tubular_aggregates	239
Multiple_sulfatase_deficiency	239
Vitreoretinopathy	239
Cataract_18	239
Autoinflammation_with_infantile_enterocolitis	238
Eichsfeld_type_congenital_muscular_dystrophy	238
Ventricular_tachycardia	238
Leber_congenital_amaurosis_7	237
Nail-patella_syndrome	237
Myoclonic_dystonia_11	237
Hereditary_fructosuria	237
Familial_hypertrophic_cardiomyopathy_11	237
Long_QT_syndrome_2	237
Thyroid_dyshormonogenesis_6	237
Neoplasm_of_brain	237
Familial_cold_autoinflammatory_syndrome_4	236
Short-rib_thoracic_dysplasia_7_with_or_without_polydactyly	236
Li-Fraumeni_syndrome_1	236
Infantile-onset_ascending_hereditary_spastic_paralysis	235
von_Willebrand_disorder	235
Cerebral_cavernous_malformation	235
Hennekam_lymphangiectasia-lymphedema_syndrome_1	235
Typical_absence_seizure	235
Congenital_bilateral_aplasia_of_vas_deferens_from_CFTR_mutation	235
Sphingolipid_activator_protein_1_deficiency	235
Cobalamin_C_disease	234
Paramyotonia_congenita_of_von_Eulenburg	234
Hydatidiform_mole	234
Pyruvate_dehydrogenase_E1-alpha_deficiency	233
Dilated_cardiomyopathy_1R	233
Achromatopsia_3	233
Endplate_acetylcholinesterase_deficiency	232
Brown-Vialetto-Van_Laere_syndrome_2	232
Muscle_eye_brain_disease	231
Peripheral_neuropathy	231
Neural_tube_defect	231
Mitochondrial_complex_III_deficiency	231
Indifference_to_pain	230
Parkinson_Disease	229
Deficiency_of_ferroxidase	229
Three_M_syndrome_2	229
Porencephaly_2	229
Myhre_syndrome	228
Glioblastoma	228
Cone-rod_dystrophy_2	228
Epidermolysis_bullosa_dystrophica_inversa	228
Autosomal_dominant_nonsyndromic_hearing_loss_6	228
Cystinuria	228
Carcinoma_of_esophagus	227
Primary_erythromelalgia	227
Facioscapulohumeral_muscular_dystrophy_2	226
TNF_receptor-associated_periodic_fever_syndrome_(TRAPS)	225
Hypohidrotic_X-linked_ectodermal_dysplasia	225
Combined_oxidative_phosphorylation_deficiency_14	225
Neurofibromatosis-Noonan_syndrome	225
3-methylglutaconic_aciduria_with_cataracts	225
Glycogen_storage_disease_IV	225
Ovarian_Serous_Cystadenocarcinoma	224
Xeroderma_pigmentosum_variant_type	224
Hirschsprung_disease_1	224
Nemaline_myopathy_8	224
Immunodeficiency_31a	224
Perrault_syndrome	224
Potassium-aggravated_myotonia	223
Autoimmune_interstitial_lung	223
Joubert_syndrome_5	223
Amyotrophic_lateral_sclerosis_6	222
DiGeorge_Syndrome	222
Thrombophilia_due_to_protein_S_deficiency	222
Posterior_column_ataxia-retinitis_pigmentosa_syndrome	222
Familial_X-linked_hypophosphatemic_vitamin_D_refractory_rickets	222
Leber_congenital_amaurosis_4	221
Brain_small_vessel_disease_1_with_or_without_ocular_anomalies	221
Brown-Vialetto-Van_Laere_syndrome_1	221
Hypocalciuric_hypercalcemia	220
Congenital_disorder_of_glycosylation_type_1C	220
Cone-Rod_Dystrophy	220
Joubert_syndrome_15	219
Androgen_resistance_syndrome	219
WFS1-Related_Spectrum_Disorders	218
Megalencephalic_leukoencephalopathy_with_subcortical_cysts_1	218
Rotor_syndrome	218
Transcolabamin_II_deficiency	217
Congenital_disorder_of_glycosylation_type_1M	217
Salla_disease	217
Inflammatory_bowel_disease_28	217
Citrin_deficiency	217
EAST_syndrome	216
Familial_hypercholesterolemia_4	216
Polycystic_kidney_disease_2	216
Episodic_kinesigenic_dyskinesia	215
Type_2_diabetes_mellitus	215
Familial_temporal_lobe_epilepsy_1	215
Bardet-Biedl_syndrome_2	215
Skin_fragility-woolly_hair-palmoplantar_keratoderma_syndrome	215
Macular_corneal_dystrophy	215
Hereditary_factor_XI_deficiency_disease	214
Paroxysmal_familial_ventricular_fibrillation_1	214
Aspartylglucosaminuria	214
Platelet-type_bleeding_disorder_9	214
Holoprosencephaly_9	213
Malignant_hyperthermia_susceptibility	213
Martsolf_syndrome	213
Arterial_calcification	213
Spondyloepimetaphyseal_dysplasia	213
Frank-Ter_Haar_syndrome	213
Qualitative_or_quantitative_defects_of_delta-sarcoglycan	213
Thyroid_hormone_resistance	213
Leukocyte_adhesion_deficiency	212
Atrioventricular_septal_defect_4	212
Lethal_acantholytic_epidermolysis_bullosa	212
Brugada_syndrome_5	212
Vitamin_K-dependent_clotting_factors	212
Holoprosencephaly_7	212
Lafora_disease	211
Myoclonic_epilepsy	211
Café-au-lait_macules_with_pulmonary_stenosis	211
Sick_sinus_syndrome_1	210
Autosomal_recessive_congenital_ichthyosis_2	210
Amyotrophic_lateral_sclerosis_type_8	209
Budd-Chiari_syndrome	209
Phosphoglycerate_dehydrogenase_deficiency	208
Leber_congenital_amaurosis_13	208
Hepatic_veno-occlusive_disease-immunodeficiency_syndrome	208
Hyperammonemia	208
Mosaic_variegated_aneuploidy_syndrome	207
Mosaic_variegated_aneuploidy_syndrome_1	207
Hyperornithinemia-hyperammonemia-homocitrullinuria_syndrome	207
Renal_hypodysplasia/aplasia_1	207
Glaucoma_1	207
Dilated_cardiomyopathy_1E	207
Autosomal_dominant_nonsyndromic_hearing_loss_17	207
Emery-Dreifuss_muscular_dystrophy_1	206
Rubinstein-Taybi_syndrome_2	206
Deficiency_of_butyryl-CoA_dehydrogenase	205
Histiocytosis-lymphadenopathy_plus_syndrome	205
Neuronal_ceroid_lipofuscinosis_3	205
Joubert_syndrome_14	205
Mucolipidosis_type_III_gamma	205
Pituitary_hormone_deficiency	204
Neuronal_Ceroid-Lipofuscinosis	204
Skeletal_dysplasia	204
ABCA4-Related_Disorders	204
Common_variable_immunodeficiency_10	204
Familial_febrile_seizures_8	204
Noonan_syndrome_1	203
Miyoshi_myopathy	203
Severe_autosomal_recessive_muscular_dystrophy_of_childhood_-_North_African_type	203
Angiopathy	203
Infantile_spasms	203
Craniometaphyseal_dysplasia	203
Primary_autosomal_recessive_microcephaly_2	203
Meckel_syndrome_type_1	202
Charcot-Marie-Tooth_disease_type_2E	202
Abetalipoproteinaemia	202
Deficiency_of_galactokinase	202
MPI-CDG	202
GM3_synthase_deficiency	201
Fibrochondrogenesis_1	201
Lissencephaly	201
Nemaline_myopathy_10	201
Breast_carcinoma	200
Evans_syndrome	200
Short-rib_thoracic_dysplasia_6_with_or_without_polydactyly	200
Chondrocalcinosis_2	200
Inflammatory_skin_and_bowel_disease	200
Hyperlipoproteinemia	199
Wolff-Parkinson-White_pattern	199
Multiple_myeloma	198
Hereditary_diffuse_leukoencephalopathy_with_spheroids	198
Severe_congenital_neutropenia_5	198
Congenital_disorder_of_glycosylation_type_2B	198
APC-Associated_Polyposis_Disorders	197
Centromeric_instability_of_chromosomes_1	197
Hereditary_spastic_paraplegia_3A	197
Actin_accumulation_myopathy	196
Pigmentary_retinal_dystrophy	196
Bardet-Biedl_syndrome_16	196
Periodontitis	196
Deficiency_of_steroid_11-beta-monooxygenase	195
Methylmalonic_acidemia	195
Deficiency_of_hydroxymethylglutaryl-CoA_lyase	195
Nephronophthisis_4	195
X-linked_severe_combined_immunodeficiency	195
Cone-rod_dystrophy	195
Peroxisome_biogenesis_disorder_7A	195
Gaucher_disease	195
Treacher_Collins_syndrome_1	194
Nicolaides-Baraitser_syndrome	194
Deficiency_of_2-methylbutyryl-CoA_dehydrogenase	194
Hurler_syndrome	194
Hereditary_hyperinsulinism	194
Geleophysic_dysplasia	194
Juvenile_polyposis/hereditary_hemorrhagic_telangiectasia_syndrome	194
Primary_ciliary_dyskinesia_23	193
Refsum_disease	192
Steinert_myotonic_dystrophy_syndrome	192
Dilated_cardiomyopathy_1CC	192
Senior-Loken_syndrome_7	192
Arginase_deficiency	192
Amyloidogenic_transthyretin_amyloidosis	191
Mitochondrial_DNA_depletion_syndrome	191
Frontometaphyseal_dysplasia_1	191
Mosaic_variegated_aneuploidy_syndrome_2	190
Peroxisome_biogenesis_disorder_5A_(Zellweger)	190
Kindler_syndrome	190
Turcot_syndrome	190
Hereditary_nonpolyposis_colon_cancer	189
Stickler_syndrome_type_2	189
Obesity	189
Warburg_micro_syndrome_2	189
Peroxisome_biogenesis_disorder_3A	188
Spondyloepiphyseal_dysplasia_congenita	188
Peroxisome_biogenesis_disorder_2B	188
Amyotrophic_lateral_sclerosis_14	188
Familial_hypertrophic_cardiomyopathy_20	188
Bardet-Biedl_syndrome_12	188
Immunodeficiency_39	187
Congenital_disorder_of_glycosylation_type_2i	186
Ataxia	186
Autosomal_dominant_nonsyndromic_deafness_22	186
Hereditary_xanthinuria_type_1	186
Brachydactyly	186
Renal_tubular_acidosis	186
Joubert_syndrome_9	186
Sideroblastic_anemia_with_B-cell_immunodeficiency	186
Abnormality_of_the_musculature	185
Orotic_aciduria	185
Adenocarcinoma_of_prostate	185
Dihydropyrimidine_dehydrogenase_deficiency	185
Stickler_syndrome_type_1	185
Freeman-Sheldon_syndrome	185
Bietti_crystalline_corneoretinal_dystrophy	185
Mevalonic_aciduria	185
Joubert_syndrome_3	185
Familial_cold_autoinflammatory_syndrome_1	184
Dilated_cardiomyopathy_1A	184
Autosomal_recessive_cutis_laxa_type_1B	184
Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2E	184
Sjögren-Larsson_syndrome	184
Febrile_seizures	184
Thrombophilia_due_to_factor_V_Leiden	184
Hereditary_spastic_paraplegia_8	184
Neuronal_ceroid_lipofuscinosis_5	183
Familial_hemophagocytic_lymphohistiocytosis_4	183
Leber_congenital_amaurosis_3	183
Retinal_cone_dystrophy_4	183
Alkaptonuria	183
Familial_hypertrophic_cardiomyopathy_10	183
Amyotrophic_lateral_sclerosis_21	183
Cowden_syndrome_1	183
Combined_oxidative_phosphorylation_deficiency_17	182
Polyarteritis_nodosa	182
Polycystic_kidney_disease_4	182
Progressive_familial_intrahepatic_cholestasis_2	182
Mitochondrial_DNA_depletion_syndrome_1_(MNGIE_type)	182
Wiskott-Aldrich_syndrome	181
Loeys-Dietz_syndrome_1	181
Neurodegeneration_with_brain_iron_accumulation_5	180
Fleck_corneal_dystrophy	180
Polyhydramnios	180
Sitosterolemia_1	180
Saethre-Chotzen_syndrome	180
Bardet-Biedl_syndrome_14	180
Pitt-Hopkins-like_syndrome	180
Primary_autosomal_recessive_microcephaly_1	179
PRPH2-Related_Disorders	179
NIK_deficiency	179
Nemaline_myopathy_1	179
Achromatopsia_2	179
Hemolytic_anemia	179
Noonan_syndrome_4	179
Hereditary_spastic_paraplegia_6	178
Caudal_regression_sequence	178
Abnormal_bleeding	178
Dilated_cardiomyopathy_1S	178
Orthostatic_hypotension_1	178
Juvenile_nephropathic_cystinosis	178
Epidermolysis_bullosa_simplex_due_to_plakophilin_deficiency	177
Atrial_septal_defect_7_with_or_without_atrioventricular_conduction_defects	177
Primary_autosomal_recessive_microcephaly_3	177
Senior-Loken_syndrome_4	176
Early_infantile_epileptic_encephalopathy_7	176
Osteochondrodysplasia	176
Hypophosphatasia	176
Familial_hypertrophic_cardiomyopathy_9	175
Spastic_paraplegia_31	175
Retinitis_pigmentosa_15	175
Immunodeficiency_67	175
Autosomal_recessive_limb-girdle_muscular_dystrophy_type_2F	175
Holt-Oram_syndrome	175
Autosomal_dominant_limb-girdle_muscular_dystrophy_type_1D	174
Infantile_cortical_hyperostosis	174
Hyperglycinuria	174
STAT3_gain_of_function	174
Miyoshi_muscular_dystrophy_1	174
Pyridoxal_phosphate-responsive_seizures	174
Wolman_disease	173
Growth_hormone_insensitivity_with_immune_dysregulation_1	173
Hereditary_sensory_neuropathy_type_IF	173
Carpenter_syndrome_2	173
Hypomagnesemia_1	173
Uterine_Carcinosarcoma	173
Tyrosinase-positive_oculocutaneous_albinism	172
Oculofaciocardiodental_syndrome	172
MAPT-Related_Spectrum_Disorders	172
GATA2_deficiency_with_susceptibility_to_MDS/AML	172
Polycystic_liver_disease	171
Afibrinogenemia	171
Meckel_syndrome_type_6	171
Hyaline_fibromatosis_syndrome	171
Myosin_storage_myopathy	171
Parietal_foramina_2	170
Transposition_of_the_great_arteries	170
Peroxisome_biogenesis_disorder_11A	170
Leber_congenital_amaurosis_10	170
ZAP70-Related_Severe_Combined_Immunodeficiency	170
Paroxysmal_non-kinesigenic_dyskinesia	170
Sucrase-isomaltase_deficiency	170
Weaver_syndrome	170
Pontocerebellar_hypoplasia_type_1	170
Leber_congenital_amaurosis_5	170
Benign_familial_neonatal_seizures_1	169
Protoporphyria	169
Lysosomal_acid_lipase_deficiency	169
Glycogen_storage_disease_IXb	169
Interleukin_2_receptor	169
Larsen_syndrome	169
Immunodeficiency_31C	169
Congenital_ichthyosis_of_skin	168
Capillary_malformation-arteriovenous_malformation	168
Cyclical_neutropenia	168
Atrichia_with_papular_lesions	167
Arginine:glycine_amidinotransferase_deficiency	167
Senior-Loken_syndrome_6	166
D-2-hydroxyglutaric_aciduria_1	166
Atrioventricular_septal_defect_5	166
ALG9_congenital_disorder_of_glycosylation	165
Spongy_degeneration_of_central_nervous_system	165
Tyrosinemia_type_II	165
Cutis_laxa_with_osteodystrophy	165
Joubert_syndrome_23	165
Alopecia_universalis_congenita	165
Polyglucosan_body_myopathy_type_1	165
Three_M_syndrome_1	165
Myopathy_with_postural_muscle_atrophy	164
Congenital_central_hypoventilation	164
3-Methylglutaconic_aciduria_type_2	163
Autoimmune_disease	163
Chondrodysplasia_with_joint_dislocations	163
Leukocyte_adhesion_deficiency_type_II	163
Atrial_septal_defect_5	163
Vesicoureteral_reflux_2	163
Neurodegeneration_with_brain_iron_accumulation_4	163
Farber_lipogranulomatosis	162
Hypohidrotic_ectodermal_dysplasia	162
von_Willebrand_disease_type_3	162
Deficiency_of_malonyl-CoA_decarboxylase	162
Charcot-Marie-Tooth_disease_axonal_type_2F	162
Mycobacterial_and_viral_infections	162
X-linked_agammaglobulinemia_with_growth_hormone_deficiency	162
Upshaw-Schulman_syndrome	162
Aplastic_anemia	162
Complex_neurodevelopmental_disorder	162
Factor_XIII	161
Nephronophthisis_18	161
McKusick-Kaufman_syndrome	161
essential_thrombocytemia	161
Arthrogryposis_multiplex_congenita	161
Joubert_syndrome_7	160
Hypogonadism	160
Nephronophthisis-like_nephropathy_1	160
Familial_hemiplegic_migraine_type_2	159
Hypomyelination_and_Congenital_Cataract	159
Pyruvate_dehydrogenase_lipoic_acid_synthetase_deficiency	159
Age-related_macular_degeneration_5	159
Maturity_onset_diabetes_mellitus_in_young	158
Lymphangiomyomatosis	158
X-linked_severe_congenital_neutropenia	158
Heterotopia	158
Waardenburg_syndrome_type_2A	158
IL21R_immunodeficiency	158
TP63-Related_Spectrum_Disorders	158
Immunodeficiency_27A	157
Dubin-Johnson_syndrome	157
Familial_hypertrophic_cardiomyopathy_12	157
Cone-rod_dystrophy_15	156
Cone-rod_dystrophy_5	156
Hemochromatosis_type_3	156
Megaconial_type_congenital_muscular_dystrophy	156
SHORT_syndrome	155
Ullrich_congenital_muscular_dystrophy_1	155
Elliptocytosis	155
Gaze_palsy	155
Myosclerosis	155
Adult_proximal_spinal_muscular_atrophy	155
Thrombocytopenia_1	155
Griscelli_syndrome_type_2	155
Autism	154
CFH-Related_Dense_Deposit_Disease_/_Membranoproliferative_Glomerulonephritis_Type_II	154
Christianson_syndrome	154
Parkinson_disease_2	154
Gingival_fibromatosis_1	154
Deficiency_of_pyrroline-5-carboxylate_reductase	153
Fibrochondrogenesis_2	153
Hepatic_methionine_adenosyltransferase_deficiency	153
Congenital_disorder_of_glycosylation_type_1N	153
Cranioectodermal_dysplasia_1	153
Common_variable_immunodeficiency_2	153
Rhizomelic_chondrodysplasia_punctata_type_3	153
Grn-related_frontotemporal_lobar_degeneration_with_Tdp43_inclusions	152
Leber_congenital_amaurosis_12	152
Dystonia_5	152
Porokeratosis_3	152
Enhanced_S-cone_syndrome	152
Aicardi_Goutieres_syndrome_4	152
Alternating_hemiplegia_of_childhood_1	151
Combined_oxidative_phosphorylation_deficiency_1	151
Leukoencephalopathy	151
Polycystic_liver_disease_2	151
Hereditary_acrodermatitis_enteropathica	151
Familial_hyperinsulinism	151
Myofibrillar_myopathy_3	151
Immunodeficiency-centromeric_instability-facial_anomalies_syndrome_1	150
Left_ventricular_noncompaction_10	150
Short-rib_thoracic_dysplasia_14_with_polydactyly	150
Capillary_malformation-arteriovenous_malformation_1	150
Spondylometaphyseal_dysplasia	150
Antithrombin_III_deficiency	150
Klippel-Feil_syndrome_1	150
Combined_oxidative_phosphorylation_deficiency_8	150
Acrodysostosis_2	150
Cleft_lip/palate-ectodermal_dysplasia_syndrome	149
Thrombocytopenia_2	149
Deficiency_of_aromatic-L-amino-acid_decarboxylase	149
Geleophysic_dysplasia_1	149
Immunodeficiency_36	149
Osteoglophonic_dysplasia	149
Interstitial_lung_and_liver_disease	149
Ehlers-Danlos_syndrome_classic_type_2	149
Familial_hemiplegic_migraine_type_3	149
Aicardi_Goutieres_syndrome_1	149
Speech-language_disorder_1	149
Seckel_syndrome_1	148
Autosomal_dominant_optic_atrophy_classic_form	148
Hereditary_hyperekplexia	148
Vitamin_D-dependent_rickets_type_II_with_alopecia	148
van_der_Woude_syndrome_1	147
GTP_cyclohydrolase_I_deficiency	147
Ethylmalonic_encephalopathy	147
CEDNIK_syndrome	147
Polycystic_liver_disease_1	146
Methylcobalamin_deficiency_type_cblG	146
Growth_retardation	146
Cleidocranial_dysostosis	146
Combined_oxidative_phosphorylation_deficiency	146
Stargardt_disease	146
Hereditary_motor_and_sensory_neuropathy	146
Parkinsonism-dystonia	146
Laryngo-onycho-cutaneous_syndrome	146
Primary_autosomal_recessive_microcephaly_9	146
Congenital_brain_dysgenesis_due_to_glutamine_synthetase_deficiency	146
Mucopolysaccharidosis_type_7	146
Megalencephalic_leukoencephalopathy_with_subcortical_cysts	146
Hereditary_sensory_and_autonomic_neuropathy_type_1	146
Infantile_GM1_gangliosidosis	145
Deficiency_of_hyaluronoglucosaminidase	145
Growth_delay_due_to_insulin-like_growth_factor_type_1_deficiency	145
Exudative_vitreoretinopathy_1	145
Fibrosis_of_extraocular_muscles	144
Partial_albinism	144
Isolated_Nonsyndromic_Congenital_Heart_Disease	144
Cylindromatosis	144
Spherocytosis_type_4	144
Left_ventricular_noncompaction_1	143
Congenital_defect_of_folate_absorption	143
Vitelliform_macular_dystrophy_type_2	143
Immunodeficiency_15	143
Baraitser-Winter_syndrome_1	143
Immunodeficiency_44	143
Disordered_steroidogenesis_due_to_cytochrome_p450_oxidoreductase_deficiency	143
Idiopathic_hypereosinophilic_syndrome	142
Basal_ganglia_calcification	142
Hypogonadotropic_hypogonadism_7_with_or_without_anosmia	142
Jervell_and_Lange-Nielsen_syndrome_1	142
Infantile_neuroaxonal_dystrophy	142
Glucocorticoid_resistance	142
Parkinson_disease_6	141
Ulnar-mammary_syndrome	141
Agammaglobulinemia_7	141
Cone-rod_dystrophy_7	141
Pigmentary_pallidal_degeneration	141
Trigonocephaly_1	141
Neurodevelopmental_abnormality	140
Primary_open_angle_glaucoma	140
Non-small_cell_lung_carcinoma	140
Lynch-like_syndrome	140
Autoimmune_lymphoproliferative_syndrome_type_2B	140
Transient_neonatal_diabetes_mellitus_2	140
Pfeiffer_syndrome	140
Infantile_hypophosphatasia	140
Crouzon_syndrome	139
Early_infantile_epileptic_encephalopathy_8	139
Joubert_syndrome_1	139
Nephronophthisis_12	139
Ehlers-danlos_syndrome	139
Immunodeficiency-centromeric_instability-facial_anomalies_syndrome_2	139
Blepharophimosis	139
Ectopia_lentis_2	139
Loeys-Dietz_syndrome_3	138
Kostmann_syndrome	138
Complement_component_3_deficiency	138
Peroxisome_biogenesis_disorder_12A	138
Immunodeficiency_12	138
Hypertrophic_cardiomyopathy_25	138
Dent_disease_type_1	137
Retinal_vasculopathy_with_cerebral_leukoencephalopathy_and_systemic_manifestations	137
Congenital_glucose-galactose_malabsorption	137
Triglyceride_storage_disease_with_ichthyosis	137
Abnormality_of_the_nervous_system	137
Deficiency_of_guanidinoacetate_methyltransferase	137
Congenital_nephrotic_syndrome	137
Epiphyseal_dysplasia	137
Sensory_ataxic_neuropathy	137
Age-related_macular_degeneration_9	137
Wiedemann-Steiner_syndrome	136
Amyotrophic_lateral_sclerosis	136
Hermansky-Pudlak_syndrome_1	136
Muscular_dystrophy-dystroglycanopathy_(congenital_with_mental_retardation)	136
Primary_familial_dilated_cardiomyopathy	136
Lathosterolosis	136
Cataract_6	136
Asphyxiating_thoracic_dystrophy_4	135
Kartagener_syndrome	135
Deficiency_of_iodide_peroxidase	135
Neurodevelopmental_disorder_with_microcephaly	135
Pseudohypoparathyroidism_type_1B	135
Nonsyndromic_hearing_loss_and_deafness	135
Glycogen_storage_disease_type_IXa1	135
Orofacial_cleft_6	135
Hemochromatosis_type_4	135
POLG-Related_Spectrum_Disorders	135
Isolated_sulfite_oxidase_deficiency	135
Lissencephaly_4	134
ANO5-Related_Muscle_Diseases	134
Atypical_hemolytic-uremic_syndrome_5	134
Diabetes_insipidus	134
Papillon-Lefèvre_syndrome	134
Pyruvate_dehydrogenase_complex_deficiency	134
Rubinstein-Taybi_syndrome	134
Peters_plus_syndrome	134
Multiple_congenital_anomalies-hypotonia-seizures_syndrome_2	133
Kennedy_disease	133
Intellectual_Disability	133
Severe_congenital_neutropenia_4	133
Metachondromatosis	133
Nijmegen_breakage_syndrome-like_disorder	132
LEOPARD_syndrome_1	132
Hereditary_angioedema_type_1	132
Hypomyelinating_leukodystrophy_8	132
Pseudohypoaldosteronism_type_2D	132
Oculodentodigital_dysplasia	132
Factor_VII_deficiency	132
Autosomal_dominant_distal_renal_tubular_acidosis	132
Spastic_paraplegia_57	131
Dilated_cardiomyopathy_1M	131
Hereditary_leiomyomatosis_and_renal_cell_cancer	131
